itemid,name,item_type,stack_size,flags,ah_category,base_sell,gm_only,no_auction,scroll,can_equip,no_sale,exclusive,rare,is_equipment,is_weapon,is_usable,is_furnishing,equipment_level,equipment_ilevel,equipment_su_level,vendor_item,craft_input,craft_nq_output,craft_hq_output,desynth_input,desynth_output,restricted_craft_input,restricted_nq_output,restricted_hq_output,craft_recipe_count,craft_min_skill,craft_max_skill,craft_content_tags,fishing,fishing_skill_level,fishing_rarity,fishing_legendary,fishing_required_keyitem,fishing_quest_only,fishing_contest,fishing_disabled,mob_drop,mob_drop_list_count,mob_group_count,mob_pool_count,mob_zone_count,mob_drop_types,mob_spawn_types,mob_respawn_min,mob_respawn_max,mob_item_rate_min,mob_item_rate_max,mob_group_rate_min,mob_group_rate_max,mob_content_tags,provenance_tags,provenance_confidence,provenance_known
177,snowman_miner,3,1,61520,0,0,0,1,0,0,1,1,1,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
178,snowman_mage,3,1,61520,0,0,0,1,0,0,1,1,1,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
179,jeweled_egg,3,1,61520,0,0,0,1,0,0,1,1,1,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
180,bonbori,3,1,12352,0,0,0,1,0,0,1,0,0,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
181,san_dorian_flag,3,1,61504,0,0,0,1,0,0,1,1,1,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
182,bastokan_flag,3,1,61504,0,0,0,1,0,0,1,1,1,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
183,windurstian_flag,3,1,61504,0,0,0,1,0,0,1,1,1,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
184,jeunoan_flag,3,1,61504,0,0,0,1,0,0,1,1,1,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
185,rook_banner,3,1,36,34,8250,0,0,0,0,0,0,0,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
186,shield_plaque,3,1,36,34,8000,0,0,0,0,0,0,0,0,0,0,1,,,,0,0,1,1,0,0,0,0,0,1,32.0,84.0,COP,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,CRAFT_HQ_OUTPUT|CRAFT_NQ_OUTPUT,HIGH,1
187,buckler_plaque,3,1,36,34,10000,0,0,0,0,0,0,0,0,0,0,1,,,,0,0,1,1,0,0,0,0,0,1,37.0,94.0,COP,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,CRAFT_HQ_OUTPUT|CRAFT_NQ_OUTPUT,HIGH,1
188,copy_of_acolytes_grief,3,1,4,34,5204,0,0,0,0,0,0,0,0,0,0,1,,,,1,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,NPC_VENDOR,HIGH,1
189,copy_of_autumns_end_in_gustaberg,3,1,4,34,6000,0,0,0,0,0,0,0,0,0,0,1,,,,1,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,NPC_VENDOR,HIGH,1
190,copy_of_lines_and_space,3,1,24660,0,2884,0,1,0,0,0,1,0,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
191,fishing_hole_map,3,1,57408,0,0,0,1,0,0,0,1,1,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
192,copy_of_hoary_spire,3,1,61520,0,0,0,1,0,0,1,1,1,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
193,adventuring_certificate,3,1,61520,0,0,0,1,0,0,1,1,1,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
194,blacksmiths_plaque,3,1,0,34,608,0,0,0,0,0,0,0,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
195,stuffed_big_one,3,1,36,34,19500,0,0,0,0,0,0,0,0,0,0,1,,,,0,0,1,1,0,0,0,0,0,1,41.0,94.0,COP,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,CRAFT_HQ_OUTPUT|CRAFT_NQ_OUTPUT,HIGH,1
196,melodious_egg,3,1,61552,0,0,0,1,0,0,1,1,1,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
197,clockwork_egg,3,1,61552,0,0,0,1,0,0,1,1,1,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
198,gilt_tapestry,3,1,57408,0,0,0,1,0,0,0,1,1,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
199,hatchling_egg,3,1,61552,0,0,0,1,0,0,1,1,1,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
200,tsahyan_mask,3,1,36,34,8250,0,0,0,0,0,0,0,0,0,0,1,,,,0,0,1,1,0,0,0,0,0,1,48.0,92.0,COP,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,CRAFT_HQ_OUTPUT|CRAFT_NQ_OUTPUT,HIGH,1
201,totem_pole,3,1,36,34,3836,0,0,0,0,0,0,0,0,0,0,1,,,,0,0,1,1,0,0,0,0,0,1,33.0,93.0,TOAU,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,CRAFT_HQ_OUTPUT|CRAFT_NQ_OUTPUT,HIGH,1
202,golden_fleece,3,1,57408,0,0,0,1,0,0,0,1,1,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
203,bomb_lantern,3,1,61520,0,0,0,1,0,0,1,1,1,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
204,pumpkin_lantern,3,1,61520,0,0,0,1,0,0,1,1,1,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
205,mandragora_lantern,3,1,61520,0,0,0,1,0,0,1,1,1,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
206,copy_of_ancient_blood,3,1,4,34,200,0,0,0,0,0,0,0,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
207,fire_lamp,3,1,36,34,8000,0,0,0,0,0,0,0,0,0,0,1,,,,0,0,1,1,0,0,0,0,0,1,98.0,98.0,TOAU,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,CRAFT_HQ_OUTPUT|CRAFT_NQ_OUTPUT,HIGH,1
208,ice_lamp,3,1,36,34,0,0,0,0,0,0,0,0,0,0,0,1,,,,0,0,1,1,0,0,0,0,0,1,98.0,98.0,TOAU,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,CRAFT_HQ_OUTPUT|CRAFT_NQ_OUTPUT,HIGH,1
209,wind_lamp,3,1,36,34,8000,0,0,0,0,0,0,0,0,0,0,1,,,,0,0,1,1,0,0,0,0,0,1,98.0,98.0,TOAU,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,CRAFT_HQ_OUTPUT|CRAFT_NQ_OUTPUT,HIGH,1
210,earth_lamp,3,1,36,34,8000,0,0,0,0,0,0,0,0,0,0,1,,,,0,0,1,1,0,0,0,0,0,1,98.0,98.0,TOAU,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,CRAFT_HQ_OUTPUT|CRAFT_NQ_OUTPUT,HIGH,1
211,lightning_lamp,3,1,36,34,8000,0,0,0,0,0,0,0,0,0,0,1,,,,0,0,1,1,0,0,0,0,0,1,98.0,98.0,TOAU,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,CRAFT_HQ_OUTPUT|CRAFT_NQ_OUTPUT,HIGH,1
212,water_lamp,3,1,36,34,0,0,0,0,0,0,0,0,0,0,0,1,,,,0,0,1,1,0,0,0,0,0,1,98.0,98.0,TOAU,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,CRAFT_HQ_OUTPUT|CRAFT_NQ_OUTPUT,HIGH,1
213,light_lamp,3,1,36,34,8000,0,0,0,0,0,0,0,0,0,0,1,,,,0,0,1,1,0,0,0,0,0,1,98.0,98.0,TOAU,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,CRAFT_HQ_OUTPUT|CRAFT_NQ_OUTPUT,HIGH,1
214,dark_lamp,3,1,36,34,8000,0,0,0,0,0,0,0,0,0,0,1,,,,0,0,1,1,0,0,0,0,0,1,98.0,98.0,TOAU,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,CRAFT_HQ_OUTPUT|CRAFT_NQ_OUTPUT,HIGH,1
215,set_of_festival_dolls,3,1,12352,0,0,0,1,0,0,1,0,0,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
216,porcelain_flowerpot,9,1,4,34,200,0,0,0,0,0,0,0,0,0,0,1,,,,0,0,1,1,0,0,0,0,0,1,61.0,61.0,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,CRAFT_HQ_OUTPUT|CRAFT_NQ_OUTPUT,HIGH,1
217,brass_flowerpot,9,1,4,34,200,0,0,0,0,0,0,0,0,0,0,1,,,,1,0,1,1,0,0,0,0,0,1,16.0,16.0,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,CRAFT_HQ_OUTPUT|CRAFT_NQ_OUTPUT|NPC_VENDOR,HIGH,1
218,earthen_flowerpot,9,1,4,34,200,0,0,0,0,0,0,0,0,0,0,1,,,,1,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,NPC_VENDOR,HIGH,1
219,ceramic_flowerpot,9,1,4,34,200,0,0,0,0,0,0,0,0,0,0,1,,,,1,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,NPC_VENDOR,HIGH,1
220,wooden_flowerpot,9,1,4,34,1400,0,0,0,0,0,0,0,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
221,arcane_flowerpot,9,1,4,34,3900,0,0,0,0,0,0,0,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
222,fighting_fish_tank,3,1,32,34,1662,0,0,0,0,0,0,0,0,0,0,1,,,,0,0,1,1,0,0,0,0,0,1,4.0,20.0,TOAU,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,CRAFT_HQ_OUTPUT|CRAFT_NQ_OUTPUT,HIGH,1
223,river_aquarium,3,1,36,34,3836,0,0,0,0,0,0,0,0,0,0,1,,,,0,0,1,1,0,0,0,0,0,1,36.0,80.0,TOAU,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,CRAFT_HQ_OUTPUT|CRAFT_NQ_OUTPUT,HIGH,1
224,bay_aquarium,3,1,36,34,3836,0,0,0,0,0,0,0,0,0,0,1,,,,0,0,1,1,0,0,0,0,0,1,39.0,89.0,TOAU,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,CRAFT_HQ_OUTPUT|CRAFT_NQ_OUTPUT,HIGH,1
225,reef_aquarium,3,1,36,34,3836,0,0,0,0,0,0,0,0,0,0,1,,,,0,0,1,1,0,0,0,0,0,1,39.0,89.0,TOAU,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,CRAFT_HQ_OUTPUT|CRAFT_NQ_OUTPUT,HIGH,1
246,blackhorn,3,1,28736,0,0,0,1,0,0,1,1,0,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
247,stripehorn,3,1,28736,0,0,0,1,0,0,1,1,0,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
248,whitehorn,3,1,28736,0,0,0,1,0,0,1,1,0,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
256,hume_♂_mannequin,3,1,61520,0,0,0,1,0,0,1,1,1,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
257,hume_♀_mannequin,3,1,61520,0,0,0,1,0,0,1,1,1,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
258,elvaan_♂_mannequin,3,1,61520,0,0,0,1,0,0,1,1,1,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
259,elvaan_♀_mannequin,3,1,61520,0,0,0,1,0,0,1,1,1,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
260,tarutaru_♂_mannequin,3,1,61520,0,0,0,1,0,0,1,1,1,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
261,tarutaru_♀_mannequin,3,1,61520,0,0,0,1,0,0,1,1,1,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
262,mithra_mannequin,3,1,61520,0,0,0,1,0,0,1,1,1,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
263,galka_mannequin,3,1,61520,0,0,0,1,0,0,1,1,1,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
264,stuffed_chocobo,3,1,61504,0,0,0,1,0,0,1,1,1,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
265,adamantoise_statue,3,1,61520,0,0,0,1,0,0,1,1,1,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
266,behemoth_statue,3,1,61520,0,0,0,1,0,0,1,1,1,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
267,fafnir_statue,3,1,61520,0,0,0,1,0,0,1,1,1,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
268,nomad_moogle_statue,3,1,61520,0,0,0,1,0,0,1,1,1,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
269,shadow_lord_statue,3,1,61520,0,0,0,1,0,0,1,1,1,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
270,odin_statue,3,1,61520,0,0,0,1,0,0,1,1,1,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
271,alexander_statue,3,1,61520,0,0,0,1,0,0,1,1,1,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
272,ark_angel_hm_statue,3,1,45120,0,0,0,1,0,0,1,0,1,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
273,ark_angel_ev_statue,3,1,45120,0,0,0,1,0,0,1,0,1,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
274,ark_angel_tt_statue,3,1,45120,0,0,0,1,0,0,1,0,1,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
275,ark_angel_mr_statue,3,1,45120,0,0,0,1,0,0,1,0,1,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
276,ark_angel_gk_statue,3,1,45120,0,0,0,1,0,0,1,0,1,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
277,prishe_statue,3,1,61520,0,0,0,1,0,0,1,1,1,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
278,cardian_statue,3,1,61520,0,0,0,1,0,0,1,1,1,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
279,shadow_lord_statue_ii,3,1,61520,0,0,0,1,0,0,1,1,1,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
280,shadow_lord_statue_iii,3,1,61520,0,0,0,1,0,0,1,1,1,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
281,atomos_statue,3,1,61520,0,0,0,1,0,0,1,1,1,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
282,yovra_replica,3,1,61520,0,0,0,1,0,0,1,1,1,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
284,goobbue_statue,3,1,61504,0,0,0,1,0,0,1,1,1,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
286,nanaa_mihgo_statue,3,1,61504,0,0,0,1,0,0,1,1,1,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
287,nanaa_mihgo_statue_ii,3,1,61504,0,0,0,1,0,0,1,1,1,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
294,campfire,3,1,61504,0,0,0,1,0,0,1,1,1,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
295,bonfire,3,1,36,34,450,0,0,0,0,0,0,0,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
303,crystal_stakes_gold_cup,3,1,28736,0,0,0,1,0,0,1,1,0,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
304,crystal_stakes_mythril_cup,3,1,28736,0,0,0,1,0,0,1,1,0,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
305,crystal_stakes_bronze_cup,3,1,28736,0,0,0,1,0,0,1,1,0,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
307,mythril_trophy,3,1,61520,0,0,0,1,0,0,1,1,1,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
308,bronze_trophy,3,1,61520,0,0,0,1,0,0,1,1,1,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
309,yellow_vcs_plaque,3,1,28768,0,0,0,1,0,0,1,1,0,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
310,black_vcs_plaque,3,1,28768,0,0,0,1,0,0,1,1,0,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
311,red_vcs_plaque,3,1,28768,0,0,0,1,0,0,1,1,0,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
312,blue_vcs_plaque,3,1,28768,0,0,0,1,0,0,1,1,0,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
313,green_vcs_plaque,3,1,28768,0,0,0,1,0,0,1,1,0,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
314,9-drawer_almirah,3,1,36,34,6800,0,0,0,0,0,0,0,0,0,0,1,,,,0,1,1,1,0,0,0,0,0,5,7.0,91.0,TOAU|WOTG,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,CRAFT_HQ_OUTPUT|CRAFT_INPUT|CRAFT_NQ_OUTPUT,HIGH,1
315,6-drawer_almirah,3,1,36,34,5202,0,0,0,0,0,0,0,0,0,0,1,,,,0,1,1,1,0,0,0,0,0,5,7.0,91.0,TOAU|WOTG,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,CRAFT_HQ_OUTPUT|CRAFT_INPUT|CRAFT_NQ_OUTPUT,HIGH,1
316,3-drawer_almirah,3,1,36,34,4800,0,0,0,0,0,0,0,0,0,0,1,,,,0,1,1,1,0,0,0,0,0,5,7.0,91.0,TOAU|WOTG,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,CRAFT_HQ_OUTPUT|CRAFT_INPUT|CRAFT_NQ_OUTPUT,HIGH,1
317,bronze_rose,3,1,36,34,4400,0,0,0,0,0,0,0,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
318,crystal_rose,3,1,36,34,4800,0,0,0,0,0,0,0,0,0,0,1,,,,0,0,1,1,0,0,0,0,0,1,60.0,100.0,TOAU,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,CRAFT_HQ_OUTPUT|CRAFT_NQ_OUTPUT,HIGH,1
319,shell_lamp,3,1,36,34,1209,0,0,0,0,0,0,0,0,0,0,1,,,,0,0,1,1,0,0,0,0,0,1,42.0,94.0,TOAU,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,CRAFT_HQ_OUTPUT|CRAFT_NQ_OUTPUT,HIGH,1
320,harpsichord,3,1,61504,0,0,0,1,0,0,1,1,1,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
321,mythril_bell,3,1,36,34,2647,0,0,0,0,0,0,0,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
322,horn_trophy,3,1,36,34,2117,0,0,0,0,0,0,0,0,0,0,1,,,,0,0,1,1,0,0,0,0,0,1,50.0,79.0,WOTG,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,CRAFT_HQ_OUTPUT|CRAFT_NQ_OUTPUT,HIGH,1
323,sprig_of_red_bamboo_grass,3,1,28752,0,0,0,1,0,0,1,1,0,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
324,sprig_of_blue_bamboo_grass,3,1,28752,0,0,0,1,0,0,1,1,0,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
325,sprig_of_green_bamboo_grass,3,1,28752,0,0,0,1,0,0,1,1,0,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
326,yellow_hobby_bo,3,1,36,34,1038,0,0,0,0,0,0,0,0,0,0,1,,,,0,0,1,1,0,0,0,0,0,1,7.0,82.0,TOAU,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,CRAFT_HQ_OUTPUT|CRAFT_NQ_OUTPUT,HIGH,1
327,red_hobby_bo,3,1,36,34,1038,0,0,0,0,0,0,0,0,0,0,1,,,,0,0,1,1,0,0,0,0,0,1,7.0,82.0,TOAU,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,CRAFT_HQ_OUTPUT|CRAFT_NQ_OUTPUT,HIGH,1
