itemid,name,market_class,classification_reason,base_sell_capable,base_buy_capable,review_required,current_seed_sell_allowed,current_seed_buy_allowed,legacy_market_class,vendor_item,provenance,provenance_known,rejection_reason
182,bastokan_flag,BLOCKED,HARD_BLOCK:EXCLUSIVE|NO_AUCTION,0,0,0,0,0,PROTECTED,0,,0,NO_AUCTION|EXCLUSIVE|RARE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
183,windurstian_flag,BLOCKED,HARD_BLOCK:EXCLUSIVE|NO_AUCTION,0,0,0,0,0,PROTECTED,0,,0,NO_AUCTION|EXCLUSIVE|RARE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
184,jeunoan_flag,BLOCKED,HARD_BLOCK:EXCLUSIVE|NO_AUCTION,0,0,0,0,0,PROTECTED,0,,0,NO_AUCTION|EXCLUSIVE|RARE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
185,rook_banner,PROTECTED,DEFAULT_DENY_PENDING_PROVENANCE_REVIEW,0,0,1,0,0,PROTECTED,0,,0,NOT_STACKABLE_12_OR_99|NOT_SEED_SOURCE
186,shield_plaque,PROTECTED,DEFAULT_DENY_PENDING_PROVENANCE_REVIEW,0,0,1,0,0,PROTECTED,0,CRAFT_NQ_OUTPUT|CRAFT_HQ_OUTPUT,1,NOT_STACKABLE_12_OR_99|NOT_SEED_SOURCE
187,buckler_plaque,PROTECTED,DEFAULT_DENY_PENDING_PROVENANCE_REVIEW,0,0,1,0,0,PROTECTED,0,CRAFT_NQ_OUTPUT|CRAFT_HQ_OUTPUT,1,NOT_STACKABLE_12_OR_99|NOT_SEED_SOURCE
188,copy_of_acolytes_grief,PROTECTED,DEFAULT_DENY_PENDING_PROVENANCE_REVIEW,0,0,1,0,0,PROTECTED,1,,0,NOT_STACKABLE_12_OR_99|NPC_VENDOR|NOT_SEED_SOURCE
189,copy_of_autumns_end_in_gustaberg,PROTECTED,DEFAULT_DENY_PENDING_PROVENANCE_REVIEW,0,0,1,0,0,PROTECTED,1,,0,NOT_STACKABLE_12_OR_99|NPC_VENDOR|NOT_SEED_SOURCE
190,copy_of_lines_and_space,BLOCKED,HARD_BLOCK:EXCLUSIVE|NO_AUCTION,0,0,0,0,0,PROTECTED,0,,0,NO_AUCTION|EXCLUSIVE|NOT_STACKABLE_12_OR_99|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
191,fishing_hole_map,BLOCKED,HARD_BLOCK:EXCLUSIVE|NO_AUCTION,0,0,0,0,0,PROTECTED,0,,0,NO_AUCTION|EXCLUSIVE|RARE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
192,copy_of_hoary_spire,BLOCKED,HARD_BLOCK:EXCLUSIVE|NO_AUCTION,0,0,0,0,0,PROTECTED,0,,0,NO_AUCTION|EXCLUSIVE|RARE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
193,adventuring_certificate,BLOCKED,HARD_BLOCK:EXCLUSIVE|NO_AUCTION,0,0,0,0,0,PROTECTED,0,,0,NO_AUCTION|EXCLUSIVE|RARE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
194,blacksmiths_plaque,PROTECTED,DEFAULT_DENY_PENDING_PROVENANCE_REVIEW,0,0,1,0,0,PROTECTED,0,,0,NOT_STACKABLE_12_OR_99|NOT_SEED_SOURCE
195,stuffed_big_one,PROTECTED,DEFAULT_DENY_PENDING_PROVENANCE_REVIEW,0,0,1,0,0,PROTECTED,0,CRAFT_NQ_OUTPUT|CRAFT_HQ_OUTPUT,1,NOT_STACKABLE_12_OR_99|NOT_SEED_SOURCE
196,melodious_egg,BLOCKED,HARD_BLOCK:EXCLUSIVE|NO_AUCTION,0,0,0,0,0,PROTECTED,0,,0,NO_AUCTION|EXCLUSIVE|RARE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
197,clockwork_egg,BLOCKED,HARD_BLOCK:EXCLUSIVE|NO_AUCTION,0,0,0,0,0,PROTECTED,0,,0,NO_AUCTION|EXCLUSIVE|RARE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
198,gilt_tapestry,BLOCKED,HARD_BLOCK:EXCLUSIVE|NO_AUCTION,0,0,0,0,0,PROTECTED,0,,0,NO_AUCTION|EXCLUSIVE|RARE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
199,hatchling_egg,BLOCKED,HARD_BLOCK:EXCLUSIVE|NO_AUCTION,0,0,0,0,0,PROTECTED,0,,0,NO_AUCTION|EXCLUSIVE|RARE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
200,tsahyan_mask,PROTECTED,DEFAULT_DENY_PENDING_PROVENANCE_REVIEW,0,0,1,0,0,PROTECTED,0,CRAFT_NQ_OUTPUT|CRAFT_HQ_OUTPUT,1,NOT_STACKABLE_12_OR_99|NOT_SEED_SOURCE
201,totem_pole,PROTECTED,DEFAULT_DENY_PENDING_PROVENANCE_REVIEW,0,0,1,0,0,PROTECTED,0,CRAFT_NQ_OUTPUT|CRAFT_HQ_OUTPUT,1,NOT_STACKABLE_12_OR_99|NOT_SEED_SOURCE
202,golden_fleece,BLOCKED,HARD_BLOCK:EXCLUSIVE|NO_AUCTION,0,0,0,0,0,PROTECTED,0,,0,NO_AUCTION|EXCLUSIVE|RARE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
203,bomb_lantern,BLOCKED,HARD_BLOCK:EXCLUSIVE|NO_AUCTION,0,0,0,0,0,PROTECTED,0,,0,NO_AUCTION|EXCLUSIVE|RARE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
204,pumpkin_lantern,BLOCKED,HARD_BLOCK:EXCLUSIVE|NO_AUCTION,0,0,0,0,0,PROTECTED,0,,0,NO_AUCTION|EXCLUSIVE|RARE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
205,mandragora_lantern,BLOCKED,HARD_BLOCK:EXCLUSIVE|NO_AUCTION,0,0,0,0,0,PROTECTED,0,,0,NO_AUCTION|EXCLUSIVE|RARE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
206,copy_of_ancient_blood,PROTECTED,DEFAULT_DENY_PENDING_PROVENANCE_REVIEW,0,0,1,0,0,PROTECTED,0,,0,NOT_STACKABLE_12_OR_99|NOT_SEED_SOURCE
207,fire_lamp,PROTECTED,DEFAULT_DENY_PENDING_PROVENANCE_REVIEW,0,0,1,0,0,PROTECTED,0,CRAFT_NQ_OUTPUT|CRAFT_HQ_OUTPUT,1,NOT_STACKABLE_12_OR_99|NOT_SEED_SOURCE
208,ice_lamp,PROTECTED,DEFAULT_DENY_PENDING_PROVENANCE_REVIEW,0,0,1,0,0,PROTECTED,0,CRAFT_NQ_OUTPUT|CRAFT_HQ_OUTPUT,1,NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE
209,wind_lamp,PROTECTED,DEFAULT_DENY_PENDING_PROVENANCE_REVIEW,0,0,1,0,0,PROTECTED,0,CRAFT_NQ_OUTPUT|CRAFT_HQ_OUTPUT,1,NOT_STACKABLE_12_OR_99|NOT_SEED_SOURCE
210,earth_lamp,PROTECTED,DEFAULT_DENY_PENDING_PROVENANCE_REVIEW,0,0,1,0,0,PROTECTED,0,CRAFT_NQ_OUTPUT|CRAFT_HQ_OUTPUT,1,NOT_STACKABLE_12_OR_99|NOT_SEED_SOURCE
211,lightning_lamp,PROTECTED,DEFAULT_DENY_PENDING_PROVENANCE_REVIEW,0,0,1,0,0,PROTECTED,0,CRAFT_NQ_OUTPUT|CRAFT_HQ_OUTPUT,1,NOT_STACKABLE_12_OR_99|NOT_SEED_SOURCE
212,water_lamp,PROTECTED,DEFAULT_DENY_PENDING_PROVENANCE_REVIEW,0,0,1,0,0,PROTECTED,0,CRAFT_NQ_OUTPUT|CRAFT_HQ_OUTPUT,1,NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE
213,light_lamp,PROTECTED,DEFAULT_DENY_PENDING_PROVENANCE_REVIEW,0,0,1,0,0,PROTECTED,0,CRAFT_NQ_OUTPUT|CRAFT_HQ_OUTPUT,1,NOT_STACKABLE_12_OR_99|NOT_SEED_SOURCE
214,dark_lamp,PROTECTED,DEFAULT_DENY_PENDING_PROVENANCE_REVIEW,0,0,1,0,0,PROTECTED,0,CRAFT_NQ_OUTPUT|CRAFT_HQ_OUTPUT,1,NOT_STACKABLE_12_OR_99|NOT_SEED_SOURCE
215,set_of_festival_dolls,BLOCKED,HARD_BLOCK:NO_AUCTION,0,0,0,0,0,PROTECTED,0,,0,NO_AUCTION|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
216,porcelain_flowerpot,PROTECTED,DEFAULT_DENY_PENDING_PROVENANCE_REVIEW,0,0,1,0,0,PROTECTED,0,CRAFT_NQ_OUTPUT|CRAFT_HQ_OUTPUT,1,NOT_STACKABLE_12_OR_99|NOT_SEED_SOURCE
217,brass_flowerpot,PROTECTED,DEFAULT_DENY_PENDING_PROVENANCE_REVIEW,0,0,1,0,0,PROTECTED,1,CRAFT_NQ_OUTPUT|CRAFT_HQ_OUTPUT,1,NOT_STACKABLE_12_OR_99|NPC_VENDOR
218,earthen_flowerpot,PROTECTED,DEFAULT_DENY_PENDING_PROVENANCE_REVIEW,0,0,1,0,0,PROTECTED,1,,0,NOT_STACKABLE_12_OR_99|NPC_VENDOR|NOT_SEED_SOURCE
219,ceramic_flowerpot,PROTECTED,DEFAULT_DENY_PENDING_PROVENANCE_REVIEW,0,0,1,0,0,PROTECTED,1,,0,NOT_STACKABLE_12_OR_99|NPC_VENDOR|NOT_SEED_SOURCE
220,wooden_flowerpot,PROTECTED,DEFAULT_DENY_PENDING_PROVENANCE_REVIEW,0,0,1,0,0,PROTECTED,0,,0,NOT_STACKABLE_12_OR_99|NOT_SEED_SOURCE
221,arcane_flowerpot,PROTECTED,DEFAULT_DENY_PENDING_PROVENANCE_REVIEW,0,0,1,0,0,PROTECTED,0,,0,NOT_STACKABLE_12_OR_99|NOT_SEED_SOURCE
222,fighting_fish_tank,PROTECTED,DEFAULT_DENY_PENDING_PROVENANCE_REVIEW,0,0,1,0,0,PROTECTED,0,CRAFT_NQ_OUTPUT|CRAFT_HQ_OUTPUT,1,NOT_STACKABLE_12_OR_99
223,river_aquarium,PROTECTED,DEFAULT_DENY_PENDING_PROVENANCE_REVIEW,0,0,1,0,0,PROTECTED,0,CRAFT_NQ_OUTPUT|CRAFT_HQ_OUTPUT,1,NOT_STACKABLE_12_OR_99|NOT_SEED_SOURCE
224,bay_aquarium,PROTECTED,DEFAULT_DENY_PENDING_PROVENANCE_REVIEW,0,0,1,0,0,PROTECTED,0,CRAFT_NQ_OUTPUT|CRAFT_HQ_OUTPUT,1,NOT_STACKABLE_12_OR_99|NOT_SEED_SOURCE
225,reef_aquarium,PROTECTED,DEFAULT_DENY_PENDING_PROVENANCE_REVIEW,0,0,1,0,0,PROTECTED,0,CRAFT_NQ_OUTPUT|CRAFT_HQ_OUTPUT,1,NOT_STACKABLE_12_OR_99|NOT_SEED_SOURCE
246,blackhorn,BLOCKED,HARD_BLOCK:EXCLUSIVE|NO_AUCTION,0,0,0,0,0,PROTECTED,0,,0,NO_AUCTION|EXCLUSIVE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
247,stripehorn,BLOCKED,HARD_BLOCK:EXCLUSIVE|NO_AUCTION,0,0,0,0,0,PROTECTED,0,,0,NO_AUCTION|EXCLUSIVE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
248,whitehorn,BLOCKED,HARD_BLOCK:EXCLUSIVE|NO_AUCTION,0,0,0,0,0,PROTECTED,0,,0,NO_AUCTION|EXCLUSIVE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
256,hume_♂_mannequin,BLOCKED,HARD_BLOCK:EXCLUSIVE|NO_AUCTION,0,0,0,0,0,PROTECTED,0,,0,NO_AUCTION|EXCLUSIVE|RARE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
257,hume_♀_mannequin,BLOCKED,HARD_BLOCK:EXCLUSIVE|NO_AUCTION,0,0,0,0,0,PROTECTED,0,,0,NO_AUCTION|EXCLUSIVE|RARE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
258,elvaan_♂_mannequin,BLOCKED,HARD_BLOCK:EXCLUSIVE|NO_AUCTION,0,0,0,0,0,PROTECTED,0,,0,NO_AUCTION|EXCLUSIVE|RARE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
259,elvaan_♀_mannequin,BLOCKED,HARD_BLOCK:EXCLUSIVE|NO_AUCTION,0,0,0,0,0,PROTECTED,0,,0,NO_AUCTION|EXCLUSIVE|RARE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
260,tarutaru_♂_mannequin,BLOCKED,HARD_BLOCK:EXCLUSIVE|NO_AUCTION,0,0,0,0,0,PROTECTED,0,,0,NO_AUCTION|EXCLUSIVE|RARE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
261,tarutaru_♀_mannequin,BLOCKED,HARD_BLOCK:EXCLUSIVE|NO_AUCTION,0,0,0,0,0,PROTECTED,0,,0,NO_AUCTION|EXCLUSIVE|RARE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
262,mithra_mannequin,BLOCKED,HARD_BLOCK:EXCLUSIVE|NO_AUCTION,0,0,0,0,0,PROTECTED,0,,0,NO_AUCTION|EXCLUSIVE|RARE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
263,galka_mannequin,BLOCKED,HARD_BLOCK:EXCLUSIVE|NO_AUCTION,0,0,0,0,0,PROTECTED,0,,0,NO_AUCTION|EXCLUSIVE|RARE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
264,stuffed_chocobo,BLOCKED,HARD_BLOCK:EXCLUSIVE|NO_AUCTION,0,0,0,0,0,PROTECTED,0,,0,NO_AUCTION|EXCLUSIVE|RARE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
265,adamantoise_statue,BLOCKED,HARD_BLOCK:EXCLUSIVE|NO_AUCTION,0,0,0,0,0,PROTECTED,0,,0,NO_AUCTION|EXCLUSIVE|RARE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
266,behemoth_statue,BLOCKED,HARD_BLOCK:EXCLUSIVE|NO_AUCTION,0,0,0,0,0,PROTECTED,0,,0,NO_AUCTION|EXCLUSIVE|RARE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
267,fafnir_statue,BLOCKED,HARD_BLOCK:EXCLUSIVE|NO_AUCTION,0,0,0,0,0,PROTECTED,0,,0,NO_AUCTION|EXCLUSIVE|RARE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
268,nomad_moogle_statue,BLOCKED,HARD_BLOCK:EXCLUSIVE|NO_AUCTION,0,0,0,0,0,PROTECTED,0,,0,NO_AUCTION|EXCLUSIVE|RARE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
269,shadow_lord_statue,BLOCKED,HARD_BLOCK:EXCLUSIVE|NO_AUCTION,0,0,0,0,0,PROTECTED,0,,0,NO_AUCTION|EXCLUSIVE|RARE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
270,odin_statue,BLOCKED,HARD_BLOCK:EXCLUSIVE|NO_AUCTION,0,0,0,0,0,PROTECTED,0,,0,NO_AUCTION|EXCLUSIVE|RARE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
271,alexander_statue,BLOCKED,HARD_BLOCK:EXCLUSIVE|NO_AUCTION,0,0,0,0,0,PROTECTED,0,,0,NO_AUCTION|EXCLUSIVE|RARE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
272,ark_angel_hm_statue,BLOCKED,HARD_BLOCK:NO_AUCTION,0,0,0,0,0,PROTECTED,0,,0,NO_AUCTION|RARE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
273,ark_angel_ev_statue,BLOCKED,HARD_BLOCK:NO_AUCTION,0,0,0,0,0,PROTECTED,0,,0,NO_AUCTION|RARE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
274,ark_angel_tt_statue,BLOCKED,HARD_BLOCK:NO_AUCTION,0,0,0,0,0,PROTECTED,0,,0,NO_AUCTION|RARE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
275,ark_angel_mr_statue,BLOCKED,HARD_BLOCK:NO_AUCTION,0,0,0,0,0,PROTECTED,0,,0,NO_AUCTION|RARE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
276,ark_angel_gk_statue,BLOCKED,HARD_BLOCK:NO_AUCTION,0,0,0,0,0,PROTECTED,0,,0,NO_AUCTION|RARE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
277,prishe_statue,BLOCKED,HARD_BLOCK:EXCLUSIVE|NO_AUCTION,0,0,0,0,0,PROTECTED,0,,0,NO_AUCTION|EXCLUSIVE|RARE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
278,cardian_statue,BLOCKED,HARD_BLOCK:EXCLUSIVE|NO_AUCTION,0,0,0,0,0,PROTECTED,0,,0,NO_AUCTION|EXCLUSIVE|RARE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
279,shadow_lord_statue_ii,BLOCKED,HARD_BLOCK:EXCLUSIVE|NO_AUCTION,0,0,0,0,0,PROTECTED,0,,0,NO_AUCTION|EXCLUSIVE|RARE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
280,shadow_lord_statue_iii,BLOCKED,HARD_BLOCK:EXCLUSIVE|NO_AUCTION,0,0,0,0,0,PROTECTED,0,,0,NO_AUCTION|EXCLUSIVE|RARE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
281,atomos_statue,BLOCKED,HARD_BLOCK:EXCLUSIVE|NO_AUCTION,0,0,0,0,0,PROTECTED,0,,0,NO_AUCTION|EXCLUSIVE|RARE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
282,yovra_replica,BLOCKED,HARD_BLOCK:EXCLUSIVE|NO_AUCTION,0,0,0,0,0,PROTECTED,0,,0,NO_AUCTION|EXCLUSIVE|RARE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
284,goobbue_statue,BLOCKED,HARD_BLOCK:EXCLUSIVE|NO_AUCTION,0,0,0,0,0,PROTECTED,0,,0,NO_AUCTION|EXCLUSIVE|RARE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
286,nanaa_mihgo_statue,BLOCKED,HARD_BLOCK:EXCLUSIVE|NO_AUCTION,0,0,0,0,0,PROTECTED,0,,0,NO_AUCTION|EXCLUSIVE|RARE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
287,nanaa_mihgo_statue_ii,BLOCKED,HARD_BLOCK:EXCLUSIVE|NO_AUCTION,0,0,0,0,0,PROTECTED,0,,0,NO_AUCTION|EXCLUSIVE|RARE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
294,campfire,BLOCKED,HARD_BLOCK:EXCLUSIVE|NO_AUCTION,0,0,0,0,0,PROTECTED,0,,0,NO_AUCTION|EXCLUSIVE|RARE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
295,bonfire,PROTECTED,DEFAULT_DENY_PENDING_PROVENANCE_REVIEW,0,0,1,0,0,PROTECTED,0,,0,NOT_STACKABLE_12_OR_99|NOT_SEED_SOURCE
303,crystal_stakes_gold_cup,BLOCKED,HARD_BLOCK:EXCLUSIVE|NO_AUCTION,0,0,0,0,0,PROTECTED,0,,0,NO_AUCTION|EXCLUSIVE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
304,crystal_stakes_mythril_cup,BLOCKED,HARD_BLOCK:EXCLUSIVE|NO_AUCTION,0,0,0,0,0,PROTECTED,0,,0,NO_AUCTION|EXCLUSIVE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
305,crystal_stakes_bronze_cup,BLOCKED,HARD_BLOCK:EXCLUSIVE|NO_AUCTION,0,0,0,0,0,PROTECTED,0,,0,NO_AUCTION|EXCLUSIVE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
307,mythril_trophy,BLOCKED,HARD_BLOCK:EXCLUSIVE|NO_AUCTION,0,0,0,0,0,PROTECTED,0,,0,NO_AUCTION|EXCLUSIVE|RARE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
308,bronze_trophy,BLOCKED,HARD_BLOCK:EXCLUSIVE|NO_AUCTION,0,0,0,0,0,PROTECTED,0,,0,NO_AUCTION|EXCLUSIVE|RARE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
309,yellow_vcs_plaque,BLOCKED,HARD_BLOCK:EXCLUSIVE|NO_AUCTION,0,0,0,0,0,PROTECTED,0,,0,NO_AUCTION|EXCLUSIVE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
310,black_vcs_plaque,BLOCKED,HARD_BLOCK:EXCLUSIVE|NO_AUCTION,0,0,0,0,0,PROTECTED,0,,0,NO_AUCTION|EXCLUSIVE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
311,red_vcs_plaque,BLOCKED,HARD_BLOCK:EXCLUSIVE|NO_AUCTION,0,0,0,0,0,PROTECTED,0,,0,NO_AUCTION|EXCLUSIVE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
312,blue_vcs_plaque,BLOCKED,HARD_BLOCK:EXCLUSIVE|NO_AUCTION,0,0,0,0,0,PROTECTED,0,,0,NO_AUCTION|EXCLUSIVE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
313,green_vcs_plaque,BLOCKED,HARD_BLOCK:EXCLUSIVE|NO_AUCTION,0,0,0,0,0,PROTECTED,0,,0,NO_AUCTION|EXCLUSIVE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
314,9-drawer_almirah,PROTECTED,DEFAULT_DENY_PENDING_PROVENANCE_REVIEW,0,0,1,0,0,PROTECTED,0,CRAFT_INPUT|CRAFT_NQ_OUTPUT|CRAFT_HQ_OUTPUT,1,NOT_STACKABLE_12_OR_99|NOT_SEED_SOURCE
315,6-drawer_almirah,PROTECTED,DEFAULT_DENY_PENDING_PROVENANCE_REVIEW,0,0,1,0,0,PROTECTED,0,CRAFT_INPUT|CRAFT_NQ_OUTPUT|CRAFT_HQ_OUTPUT,1,NOT_STACKABLE_12_OR_99|NOT_SEED_SOURCE
316,3-drawer_almirah,PROTECTED,DEFAULT_DENY_PENDING_PROVENANCE_REVIEW,0,0,1,0,0,PROTECTED,0,CRAFT_INPUT|CRAFT_NQ_OUTPUT|CRAFT_HQ_OUTPUT,1,NOT_STACKABLE_12_OR_99|NOT_SEED_SOURCE
