itemid,name,phase,stack_size,ah_category,flags,base_sell,rare,scroll,can_equip,vendor_item,crystal,craft_input,nq_output,hq_output,restricted_input,restricted_nq_output,restricted_hq_output,input_min_skill,nq_min_skill,hq_min_skill,fish_skill,provenance,market_class,allowed,rejection_reason
186,shield_plaque,SEED,1,34,36,8000,False,False,False,False,False,False,True,True,False,False,False,,84.0,84.0,,CRAFT_NQ_OUTPUT|CRAFT_HQ_OUTPUT,PROTECTED,False,NOT_STACKABLE_12_OR_99|NOT_SEED_SOURCE
187,buckler_plaque,SEED,1,34,36,10000,False,False,False,False,False,False,True,True,False,False,False,,94.0,94.0,,CRAFT_NQ_OUTPUT|CRAFT_HQ_OUTPUT,PROTECTED,False,NOT_STACKABLE_12_OR_99|NOT_SEED_SOURCE
188,copy_of_acolytes_grief,SEED,1,34,4,5204,False,False,False,True,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NOT_STACKABLE_12_OR_99|NPC_VENDOR|NOT_SEED_SOURCE
189,copy_of_autumns_end_in_gustaberg,SEED,1,34,4,6000,False,False,False,True,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NOT_STACKABLE_12_OR_99|NPC_VENDOR|NOT_SEED_SOURCE
190,copy_of_lines_and_space,SEED,1,0,24660,2884,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_AUCTION|EXCLUSIVE|NOT_STACKABLE_12_OR_99|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
191,fishing_hole_map,SEED,1,0,57408,0,True,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_AUCTION|EXCLUSIVE|RARE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
192,copy_of_hoary_spire,SEED,1,0,61520,0,True,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_AUCTION|EXCLUSIVE|RARE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
193,adventuring_certificate,SEED,1,0,61520,0,True,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_AUCTION|EXCLUSIVE|RARE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
194,blacksmiths_plaque,SEED,1,34,0,608,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NOT_STACKABLE_12_OR_99|NOT_SEED_SOURCE
195,stuffed_big_one,SEED,1,34,36,19500,False,False,False,False,False,False,True,True,False,False,False,,94.0,94.0,,CRAFT_NQ_OUTPUT|CRAFT_HQ_OUTPUT,PROTECTED,False,NOT_STACKABLE_12_OR_99|NOT_SEED_SOURCE
196,melodious_egg,SEED,1,0,61552,0,True,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_AUCTION|EXCLUSIVE|RARE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
197,clockwork_egg,SEED,1,0,61552,0,True,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_AUCTION|EXCLUSIVE|RARE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
198,gilt_tapestry,SEED,1,0,57408,0,True,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_AUCTION|EXCLUSIVE|RARE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
199,hatchling_egg,SEED,1,0,61552,0,True,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_AUCTION|EXCLUSIVE|RARE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
200,tsahyan_mask,SEED,1,34,36,8250,False,False,False,False,False,False,True,True,False,False,False,,92.0,92.0,,CRAFT_NQ_OUTPUT|CRAFT_HQ_OUTPUT,PROTECTED,False,NOT_STACKABLE_12_OR_99|NOT_SEED_SOURCE
201,totem_pole,SEED,1,34,36,3836,False,False,False,False,False,False,True,True,False,False,False,,93.0,93.0,,CRAFT_NQ_OUTPUT|CRAFT_HQ_OUTPUT,PROTECTED,False,NOT_STACKABLE_12_OR_99|NOT_SEED_SOURCE
202,golden_fleece,SEED,1,0,57408,0,True,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_AUCTION|EXCLUSIVE|RARE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
203,bomb_lantern,SEED,1,0,61520,0,True,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_AUCTION|EXCLUSIVE|RARE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
204,pumpkin_lantern,SEED,1,0,61520,0,True,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_AUCTION|EXCLUSIVE|RARE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
205,mandragora_lantern,SEED,1,0,61520,0,True,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_AUCTION|EXCLUSIVE|RARE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
206,copy_of_ancient_blood,SEED,1,34,4,200,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NOT_STACKABLE_12_OR_99|NOT_SEED_SOURCE
207,fire_lamp,SEED,1,34,36,8000,False,False,False,False,False,False,True,True,False,False,False,,98.0,98.0,,CRAFT_NQ_OUTPUT|CRAFT_HQ_OUTPUT,PROTECTED,False,NOT_STACKABLE_12_OR_99|NOT_SEED_SOURCE
208,ice_lamp,SEED,1,34,36,0,False,False,False,False,False,False,True,True,False,False,False,,98.0,98.0,,CRAFT_NQ_OUTPUT|CRAFT_HQ_OUTPUT,PROTECTED,False,NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE
209,wind_lamp,SEED,1,34,36,8000,False,False,False,False,False,False,True,True,False,False,False,,98.0,98.0,,CRAFT_NQ_OUTPUT|CRAFT_HQ_OUTPUT,PROTECTED,False,NOT_STACKABLE_12_OR_99|NOT_SEED_SOURCE
210,earth_lamp,SEED,1,34,36,8000,False,False,False,False,False,False,True,True,False,False,False,,98.0,98.0,,CRAFT_NQ_OUTPUT|CRAFT_HQ_OUTPUT,PROTECTED,False,NOT_STACKABLE_12_OR_99|NOT_SEED_SOURCE
211,lightning_lamp,SEED,1,34,36,8000,False,False,False,False,False,False,True,True,False,False,False,,98.0,98.0,,CRAFT_NQ_OUTPUT|CRAFT_HQ_OUTPUT,PROTECTED,False,NOT_STACKABLE_12_OR_99|NOT_SEED_SOURCE
212,water_lamp,SEED,1,34,36,0,False,False,False,False,False,False,True,True,False,False,False,,98.0,98.0,,CRAFT_NQ_OUTPUT|CRAFT_HQ_OUTPUT,PROTECTED,False,NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE
213,light_lamp,SEED,1,34,36,8000,False,False,False,False,False,False,True,True,False,False,False,,98.0,98.0,,CRAFT_NQ_OUTPUT|CRAFT_HQ_OUTPUT,PROTECTED,False,NOT_STACKABLE_12_OR_99|NOT_SEED_SOURCE
214,dark_lamp,SEED,1,34,36,8000,False,False,False,False,False,False,True,True,False,False,False,,98.0,98.0,,CRAFT_NQ_OUTPUT|CRAFT_HQ_OUTPUT,PROTECTED,False,NOT_STACKABLE_12_OR_99|NOT_SEED_SOURCE
215,set_of_festival_dolls,SEED,1,0,12352,0,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_AUCTION|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
216,porcelain_flowerpot,SEED,1,34,4,200,False,False,False,False,False,False,True,True,False,False,False,,61.0,61.0,,CRAFT_NQ_OUTPUT|CRAFT_HQ_OUTPUT,PROTECTED,False,NOT_STACKABLE_12_OR_99|NOT_SEED_SOURCE
217,brass_flowerpot,SEED,1,34,4,200,False,False,False,True,False,False,True,True,False,False,False,,16.0,16.0,,CRAFT_NQ_OUTPUT|CRAFT_HQ_OUTPUT,PROTECTED,False,NOT_STACKABLE_12_OR_99|NPC_VENDOR
218,earthen_flowerpot,SEED,1,34,4,200,False,False,False,True,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NOT_STACKABLE_12_OR_99|NPC_VENDOR|NOT_SEED_SOURCE
219,ceramic_flowerpot,SEED,1,34,4,200,False,False,False,True,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NOT_STACKABLE_12_OR_99|NPC_VENDOR|NOT_SEED_SOURCE
220,wooden_flowerpot,SEED,1,34,4,1400,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NOT_STACKABLE_12_OR_99|NOT_SEED_SOURCE
221,arcane_flowerpot,SEED,1,34,4,3900,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NOT_STACKABLE_12_OR_99|NOT_SEED_SOURCE
222,fighting_fish_tank,SEED,1,34,32,1662,False,False,False,False,False,False,True,True,False,False,False,,20.0,20.0,,CRAFT_NQ_OUTPUT|CRAFT_HQ_OUTPUT,PROTECTED,False,NOT_STACKABLE_12_OR_99
223,river_aquarium,SEED,1,34,36,3836,False,False,False,False,False,False,True,True,False,False,False,,80.0,80.0,,CRAFT_NQ_OUTPUT|CRAFT_HQ_OUTPUT,PROTECTED,False,NOT_STACKABLE_12_OR_99|NOT_SEED_SOURCE
224,bay_aquarium,SEED,1,34,36,3836,False,False,False,False,False,False,True,True,False,False,False,,89.0,89.0,,CRAFT_NQ_OUTPUT|CRAFT_HQ_OUTPUT,PROTECTED,False,NOT_STACKABLE_12_OR_99|NOT_SEED_SOURCE
225,reef_aquarium,SEED,1,34,36,3836,False,False,False,False,False,False,True,True,False,False,False,,89.0,89.0,,CRAFT_NQ_OUTPUT|CRAFT_HQ_OUTPUT,PROTECTED,False,NOT_STACKABLE_12_OR_99|NOT_SEED_SOURCE
246,blackhorn,SEED,1,0,28736,0,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_AUCTION|EXCLUSIVE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
247,stripehorn,SEED,1,0,28736,0,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_AUCTION|EXCLUSIVE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
248,whitehorn,SEED,1,0,28736,0,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_AUCTION|EXCLUSIVE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
256,hume_♂_mannequin,SEED,1,0,61520,0,True,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_AUCTION|EXCLUSIVE|RARE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
257,hume_♀_mannequin,SEED,1,0,61520,0,True,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_AUCTION|EXCLUSIVE|RARE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
258,elvaan_♂_mannequin,SEED,1,0,61520,0,True,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_AUCTION|EXCLUSIVE|RARE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
259,elvaan_♀_mannequin,SEED,1,0,61520,0,True,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_AUCTION|EXCLUSIVE|RARE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
260,tarutaru_♂_mannequin,SEED,1,0,61520,0,True,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_AUCTION|EXCLUSIVE|RARE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
261,tarutaru_♀_mannequin,SEED,1,0,61520,0,True,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_AUCTION|EXCLUSIVE|RARE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
262,mithra_mannequin,SEED,1,0,61520,0,True,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_AUCTION|EXCLUSIVE|RARE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
263,galka_mannequin,SEED,1,0,61520,0,True,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_AUCTION|EXCLUSIVE|RARE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
264,stuffed_chocobo,SEED,1,0,61504,0,True,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_AUCTION|EXCLUSIVE|RARE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
265,adamantoise_statue,SEED,1,0,61520,0,True,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_AUCTION|EXCLUSIVE|RARE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
266,behemoth_statue,SEED,1,0,61520,0,True,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_AUCTION|EXCLUSIVE|RARE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
267,fafnir_statue,SEED,1,0,61520,0,True,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_AUCTION|EXCLUSIVE|RARE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
268,nomad_moogle_statue,SEED,1,0,61520,0,True,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_AUCTION|EXCLUSIVE|RARE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
269,shadow_lord_statue,SEED,1,0,61520,0,True,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_AUCTION|EXCLUSIVE|RARE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
270,odin_statue,SEED,1,0,61520,0,True,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_AUCTION|EXCLUSIVE|RARE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
271,alexander_statue,SEED,1,0,61520,0,True,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_AUCTION|EXCLUSIVE|RARE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
272,ark_angel_hm_statue,SEED,1,0,45120,0,True,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_AUCTION|RARE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
273,ark_angel_ev_statue,SEED,1,0,45120,0,True,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_AUCTION|RARE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
274,ark_angel_tt_statue,SEED,1,0,45120,0,True,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_AUCTION|RARE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
275,ark_angel_mr_statue,SEED,1,0,45120,0,True,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_AUCTION|RARE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
276,ark_angel_gk_statue,SEED,1,0,45120,0,True,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_AUCTION|RARE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
277,prishe_statue,SEED,1,0,61520,0,True,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_AUCTION|EXCLUSIVE|RARE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
278,cardian_statue,SEED,1,0,61520,0,True,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_AUCTION|EXCLUSIVE|RARE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
279,shadow_lord_statue_ii,SEED,1,0,61520,0,True,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_AUCTION|EXCLUSIVE|RARE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
280,shadow_lord_statue_iii,SEED,1,0,61520,0,True,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_AUCTION|EXCLUSIVE|RARE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
281,atomos_statue,SEED,1,0,61520,0,True,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_AUCTION|EXCLUSIVE|RARE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
282,yovra_replica,SEED,1,0,61520,0,True,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_AUCTION|EXCLUSIVE|RARE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
284,goobbue_statue,SEED,1,0,61504,0,True,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_AUCTION|EXCLUSIVE|RARE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
286,nanaa_mihgo_statue,SEED,1,0,61504,0,True,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_AUCTION|EXCLUSIVE|RARE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
287,nanaa_mihgo_statue_ii,SEED,1,0,61504,0,True,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_AUCTION|EXCLUSIVE|RARE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
294,campfire,SEED,1,0,61504,0,True,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_AUCTION|EXCLUSIVE|RARE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
295,bonfire,SEED,1,34,36,450,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NOT_STACKABLE_12_OR_99|NOT_SEED_SOURCE
303,crystal_stakes_gold_cup,SEED,1,0,28736,0,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_AUCTION|EXCLUSIVE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
304,crystal_stakes_mythril_cup,SEED,1,0,28736,0,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_AUCTION|EXCLUSIVE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
305,crystal_stakes_bronze_cup,SEED,1,0,28736,0,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_AUCTION|EXCLUSIVE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
307,mythril_trophy,SEED,1,0,61520,0,True,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_AUCTION|EXCLUSIVE|RARE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
308,bronze_trophy,SEED,1,0,61520,0,True,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_AUCTION|EXCLUSIVE|RARE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
309,yellow_vcs_plaque,SEED,1,0,28768,0,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_AUCTION|EXCLUSIVE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
310,black_vcs_plaque,SEED,1,0,28768,0,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_AUCTION|EXCLUSIVE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
311,red_vcs_plaque,SEED,1,0,28768,0,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_AUCTION|EXCLUSIVE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
312,blue_vcs_plaque,SEED,1,0,28768,0,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_AUCTION|EXCLUSIVE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
313,green_vcs_plaque,SEED,1,0,28768,0,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_AUCTION|EXCLUSIVE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
314,9-drawer_almirah,SEED,1,34,36,6800,False,False,False,False,False,True,True,True,False,False,False,71.0,91.0,91.0,,CRAFT_INPUT|CRAFT_NQ_OUTPUT|CRAFT_HQ_OUTPUT,PROTECTED,False,NOT_STACKABLE_12_OR_99|NOT_SEED_SOURCE
315,6-drawer_almirah,SEED,1,34,36,5202,False,False,False,False,False,True,True,True,False,False,False,71.0,91.0,91.0,,CRAFT_INPUT|CRAFT_NQ_OUTPUT|CRAFT_HQ_OUTPUT,PROTECTED,False,NOT_STACKABLE_12_OR_99|NOT_SEED_SOURCE
316,3-drawer_almirah,SEED,1,34,36,4800,False,False,False,False,False,True,True,True,False,False,False,71.0,91.0,91.0,,CRAFT_INPUT|CRAFT_NQ_OUTPUT|CRAFT_HQ_OUTPUT,PROTECTED,False,NOT_STACKABLE_12_OR_99|NOT_SEED_SOURCE
317,bronze_rose,SEED,1,34,36,4400,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NOT_STACKABLE_12_OR_99|NOT_SEED_SOURCE
318,crystal_rose,SEED,1,34,36,4800,False,False,False,False,False,False,True,True,False,False,False,,100.0,100.0,,CRAFT_NQ_OUTPUT|CRAFT_HQ_OUTPUT,PROTECTED,False,NOT_STACKABLE_12_OR_99|NOT_SEED_SOURCE
319,shell_lamp,SEED,1,34,36,1209,False,False,False,False,False,False,True,True,False,False,False,,94.0,94.0,,CRAFT_NQ_OUTPUT|CRAFT_HQ_OUTPUT,PROTECTED,False,NOT_STACKABLE_12_OR_99|NOT_SEED_SOURCE
320,harpsichord,SEED,1,0,61504,0,True,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_AUCTION|EXCLUSIVE|RARE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
321,mythril_bell,SEED,1,34,36,2647,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NOT_STACKABLE_12_OR_99|NOT_SEED_SOURCE
322,horn_trophy,SEED,1,34,36,2117,False,False,False,False,False,False,True,True,False,False,False,,79.0,79.0,,CRAFT_NQ_OUTPUT|CRAFT_HQ_OUTPUT,PROTECTED,False,NOT_STACKABLE_12_OR_99|NOT_SEED_SOURCE
323,sprig_of_red_bamboo_grass,SEED,1,0,28752,0,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_AUCTION|EXCLUSIVE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
324,sprig_of_blue_bamboo_grass,SEED,1,0,28752,0,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_AUCTION|EXCLUSIVE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
325,sprig_of_green_bamboo_grass,SEED,1,0,28752,0,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_AUCTION|EXCLUSIVE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
